#comment
#X,CH1
#Second,Volt,
#this is the data i took on may 5th
#comment
4.18e-04,9.20e-01
4.28e-04,8.40e-01
4.38e-04,6.80e-01
4.48e-04,6.40e-01
4.58e-04,4.40e-01
4.68e-04,4.00e-01
4.78e-04,2.00e-01
4.88e-04,1.60e-01
4.98e-04,0.00e+00
5.08e-04,-7.99e-02
5.18e-04,-2.80e-01
5.28e-04,-3.20e-01
5.38e-04,-5.60e-01
5.48e-04,-5.60e-01
5.58e-04,-7.60e-01
5.68e-04,-8.40e-01
5.78e-04,-1.00e+00
5.88e-04,-1.04e+00
5.98e-04,-1.20e+00
6.08e-04,-1.24e+00
6.18e-04,-1.40e+00
6.28e-04,-1.44e+00
6.38e-04,-1.56e+00
6.48e-04,-1.60e+00
6.58e-04,-1.72e+00
6.68e-04,-1.76e+00
6.78e-04,-1.84e+00
6.88e-04,-1.88e+00
6.98e-04,-1.96e+00
7.08e-04,-2.00e+00
7.18e-04,-2.00e+00
7.28e-04,-2.04e+00
7.38e-04,-2.08e+00
7.48e-04,-2.08e+00
7.58e-04,-2.12e+00
7.68e-04,-2.08e+00
7.78e-04,-2.00e+00
7.88e-04,-2.00e+00
7.98e-04,-1.96e+00
8.08e-04,-1.92e+00
8.18e-04,-1.84e+00
8.28e-04,-1.84e+00
8.38e-04,-1.72e+00
8.48e-04,-1.68e+00
8.58e-04,-1.56e+00
8.68e-04,-1.52e+00
8.78e-04,-1.40e+00
8.88e-04,-1.32e+00
8.98e-04,-1.20e+00
9.08e-04,-1.16e+00
9.18e-04,-9.60e-01
9.28e-04,-9.20e-01
9.38e-04,-7.60e-01
9.48e-04,-7.20e-01
9.58e-04,-5.20e-01
9.68e-04,-4.40e-01
9.78e-04,-2.80e-01
9.88e-04,-2.00e-01
9.98e-04,0.00e+00
1.01e-03,0.00e+00
1.02e-03,2.00e-01
1.03e-03,2.80e-01
1.04e-03,4.40e-01
1.05e-03,5.20e-01
1.06e-03,7.20e-01
1.07e-03,7.20e-01
1.08e-03,9.20e-01
1.09e-03,1.00e+00
1.10e-03,1.16e+00
1.11e-03,1.16e+00
1.12e-03,1.32e+00
1.13e-03,1.36e+00
1.14e-03,1.48e+00
1.15e-03,1.56e+00
1.16e-03,1.64e+00
1.17e-03,1.72e+00
1.18e-03,1.76e+00
1.19e-03,1.80e+00
1.20e-03,1.84e+00
1.21e-03,1.88e+00
1.22e-03,1.92e+00
1.23e-03,1.96e+00
1.24e-03,2.00e+00
1.25e-03,2.00e+00
1.26e-03,2.00e+00
1.27e-03,2.00e+00
1.28e-03,1.96e+00
1.29e-03,1.96e+00
1.30e-03,1.88e+00
1.31e-03,1.84e+00
1.32e-03,1.80e+00
1.33e-03,1.80e+00
1.34e-03,1.68e+00
1.35e-03,1.68e+00
1.36e-03,1.56e+00
1.37e-03,1.48e+00
1.38e-03,1.36e+00
1.39e-03,1.32e+00
1.40e-03,1.16e+00
1.41e-03,1.12e+00
1.42e-03,9.60e-01
1.43e-03,8.80e-01
1.44e-03,7.60e-01
1.45e-03,6.80e-01
1.46e-03,5.20e-01
1.47e-03,4.40e-01
1.48e-03,2.80e-01
1.49e-03,2.00e-01
1.50e-03,0.00e+00
1.51e-03,-4.00e-02
1.52e-03,-2.40e-01
1.53e-03,-2.80e-01
1.54e-03,-4.80e-01
1.55e-03,-5.20e-01
1.56e-03,-7.20e-01
1.57e-03,-7.60e-01
1.58e-03,-9.20e-01
1.59e-03,-1.00e+00
1.60e-03,-1.16e+00
1.61e-03,-1.20e+00
1.62e-03,-1.32e+00
1.63e-03,-1.40e+00
1.64e-03,-1.56e+00
1.65e-03,-1.56e+00
1.66e-03,-1.72e+00
1.67e-03,-1.72e+00
1.68e-03,-1.84e+00
1.69e-03,-1.84e+00
1.70e-03,-1.92e+00
1.71e-03,-1.96e+00
1.72e-03,-2.00e+00
1.73e-03,-2.00e+00
1.74e-03,-2.08e+00
1.75e-03,-2.08e+00
1.76e-03,-2.12e+00
1.77e-03,-2.08e+00
1.78e-03,-2.04e+00
1.79e-03,-2.00e+00
1.80e-03,-2.00e+00
1.81e-03,-1.96e+00
1.82e-03,-1.84e+00
1.83e-03,-1.84e+00
1.84e-03,-1.76e+00
1.85e-03,-1.72e+00
1.86e-03,-1.60e+00
1.87e-03,-1.56e+00
1.88e-03,-1.40e+00
1.89e-03,-1.40e+00
1.90e-03,-1.24e+00
1.91e-03,-1.16e+00
1.92e-03,-1.00e+00
1.93e-03,-1.00e+00
1.94e-03,-8.00e-01
1.95e-03,-7.60e-01
1.96e-03,-5.60e-01
1.97e-03,-4.80e-01
1.98e-03,-3.60e-01
1.99e-03,-2.80e-01
2.00e-03,-1.20e-01
2.01e-03,-4.00e-02
2.02e-03,1.60e-01
2.03e-03,2.40e-01
2.04e-03,4.00e-01
2.05e-03,4.80e-01
2.06e-03,6.00e-01
2.07e-03,7.20e-01
2.08e-03,8.40e-01
2.09e-03,9.20e-01
2.10e-03,1.08e+00
2.11e-03,1.16e+00
2.12e-03,1.28e+00
2.13e-03,1.32e+00
2.14e-03,1.44e+00
2.15e-03,1.52e+00
2.16e-03,1.60e+00
2.17e-03,1.64e+00
2.18e-03,1.72e+00
2.19e-03,1.76e+00
2.20e-03,1.84e+00
2.21e-03,1.84e+00
2.22e-03,1.92e+00
2.23e-03,1.92e+00
2.24e-03,2.00e+00
2.25e-03,2.00e+00
2.26e-03,2.00e+00
2.27e-03,2.00e+00
2.28e-03,1.96e+00
2.29e-03,1.96e+00
2.30e-03,1.92e+00
2.31e-03,1.88e+00
2.32e-03,1.84e+00
2.33e-03,1.80e+00
2.34e-03,1.72e+00
2.35e-03,1.72e+00
2.36e-03,1.56e+00
2.37e-03,1.56e+00
2.38e-03,1.44e+00
2.39e-03,1.36e+00
2.40e-03,1.24e+00
2.41e-03,1.16e+00
2.42e-03,1.00e+00
2.43e-03,9.60e-01
2.44e-03,8.00e-01
2.45e-03,7.20e-01
2.46e-03,5.60e-01
2.47e-03,5.20e-01
2.48e-03,3.20e-01
2.49e-03,2.80e-01
2.50e-03,7.99e-02
2.51e-03,0.00e+00
2.52e-03,-1.60e-01
2.53e-03,-2.40e-01
2.54e-03,-4.40e-01
2.55e-03,-4.80e-01
2.56e-03,-6.80e-01
2.57e-03,-7.20e-01
2.58e-03,-8.40e-01
2.59e-03,-9.20e-01
2.60e-03,-1.08e+00
2.61e-03,-1.16e+00
2.62e-03,-1.32e+00
2.63e-03,-1.36e+00
2.64e-03,-1.48e+00
2.65e-03,-1.52e+00
2.66e-03,-1.68e+00
2.67e-03,-1.72e+00
2.68e-03,-1.80e+00
2.69e-03,-1.84e+00
2.70e-03,-1.92e+00
2.71e-03,-1.96e+00
2.72e-03,-2.00e+00
2.73e-03,-2.00e+00
2.74e-03,-2.08e+00
2.75e-03,-2.08e+00
2.76e-03,-2.08e+00
2.77e-03,-2.08e+00
2.78e-03,-2.04e+00
2.79e-03,-2.04e+00
2.80e-03,-2.00e+00
2.81e-03,-1.96e+00
2.82e-03,-1.88e+00
2.83e-03,-1.88e+00
2.84e-03,-1.76e+00
2.85e-03,-1.76e+00
2.86e-03,-1.64e+00
2.87e-03,-1.56e+00
2.88e-03,-1.44e+00
2.89e-03,-1.44e+00
2.90e-03,-1.28e+00
2.91e-03,-1.24e+00
2.92e-03,-1.04e+00
2.93e-03,-1.00e+00
2.94e-03,-8.40e-01
2.95e-03,-8.00e-01
2.96e-03,-6.40e-01
2.97e-03,-5.60e-01
2.98e-03,-4.00e-01
2.99e-03,-3.20e-01
3.00e-03,-1.60e-01
